DateTime,ErrorCode,FlowTime,Amount,Litres,Voltage,FxRate,FlowRate
2004-01-01 01:35:09,9,66,19,32.391666666666666,5.578702365003782,0.025,29.446969696969695
2004-01-01 01:38:00,9,22,6,10.547222222222222,5.578702365003782,0.025,28.765151515151516
2004-01-01 01:39:02,9,2,0,0.4444444444444444,5.578702365003782,0.025,13.333333333333332
2004-01-01 03:38:07,9,2,0,0.4222222222222222,5.578702365003782,0.025,12.666666666666666
2004-01-01 03:39:09,9,42,12,19.869444444444444,5.578702365003782,0.025,28.384920634920633
2004-01-01 04:22:00,9,4,1,1.325,5.578702365003782,0.025,19.875
2004-01-01 04:22:09,9,1,0,0.0,5.578702365003782,0.025,0.0
2004-01-01 04:25:05,9,1,0,0.0,5.578702365003782,0.025,0.0
2004-01-01 04:25:06,9,105,30,49.68333333333333,5.578702365003782,0.025,28.39047619047619
2004-01-01 04:25:09,9,2,0,0.8833333333333333,5.578702365003782,0.025,26.5
2004-01-01 04:32:01,9,43,12,20.366666666666667,5.578702365003782,0.025,28.41860465116279
2004-01-01 04:34:00,9,1,0,0.0,5.578702365003782,0.025,0.0
2004-01-01 04:34:05,9,1,0,0.0,5.578702365003782,0.025,0.0
2004-01-01 04:34:09,9,2,0,0.4083333333333333,5.578702365003782,0.025,12.25
2004-01-01 04:35:02,9,1,0,0.0,5.578702365003782,0.025,0.0
2004-01-01 04:35:02,9,1,0,0.0,5.578702365003782,0.025,0.0
2004-01-01 04:35:06,9,1,0,0.0,5.578702365003782,0.025,0.0
2004-01-01 04:35:09,9,21,6,9.430555555555555,5.578702365003782,0.025,26.944444444444443
2004-01-01 04:37:05,9,68,19,31.269444444444446,5.578702365003782,0.025,27.590686274509807
2004-01-01 04:37:08,9,1,0,0.0,5.578702365003782,0.025,0.0
2004-01-01 05:21:08,9,64,18,29.269444444444446,5.578702365003782,0.025,27.440104166666668
2004-01-01 05:23:01,1,13,4,6.041666666666667,5.578702365003782,0.025,27.884615384615387
2004-01-01 05:25:08,9,1,0,0.0,5.578702365003782,0.025,0.0
2004-01-01 05:26:00,9,15,4,6.55,5.578702365003782,0.025,26.2
2004-01-01 05:26:05,9,1,0,0.0,5.578702365003782,0.025,0.0
2004-01-01 06:29:01,5,4,1,1.5638888888888889,5.578702365003782,0.025,23.458333333333332
2004-01-01 06:29:03,9,1,0,0.0,5.578702365003782,0.025,0.0
2004-01-01 06:30:02,9,66,21,35.18333333333333,5.578702365003782,0.025,31.984848484848484
2004-01-01 06:30:04,9,9,3,4.277777777777778,5.578702365003782,0.025,28.51851851851852
2004-01-01 06:33:01,9,1,0,0.0,5.578702365003782,0.025,0.0
2004-01-01 06:33:05,9,1,0,0.0,5.578702365003782,0.025,0.0
2004-01-01 06:33:06,9,15,4,7.477777777777778,5.578702365003782,0.025,29.91111111111111
2004-01-01 07:34:02,9,67,21,35.78611111111111,5.578702365003782,0.025,32.04726368159204
2004-01-01 07:38:00,9,73,24,39.175,5.578702365003782,0.025,32.1986301369863
2004-01-01 09:36:00,9,55,17,28.977777777777778,5.578702365003782,0.025,31.61212121212121
2004-01-01 13:29:02,9,1,0,0.0,5.578702365003782,0.025,0.0
2004-01-01 13:29:03,9,1,0,0.0,5.578702365003782,0.025,0.0
2004-01-01 13:29:03,9,1,0,0.0,5.578702365003782,0.025,0.0
2004-01-01 13:29:07,9,1,0,0.0,5.578702365003782,0.025,0.0
2004-01-01 13:29:09,9,14,4,6.808333333333334,5.578702365003782,0.025,29.178571428571427
2004-01-01 13:30:03,9,31,9,14.966666666666667,5.578702365003782,0.025,28.967741935483872
2004-01-01 13:30:06,9,1,0,0.46944444444444444,5.578702365003782,0.025,28.166666666666668
2004-01-01 13:33:03,9,33,10,16.177777777777777,5.578702365003782,0.025,29.41414141414141
2004-01-01 13:36:02,9,1,0,0.0,5.578702365003782,0.025,0.0
2004-01-01 13:36:07,9,31,9,15.363888888888889,5.578702365003782,0.025,29.736559139784944
2004-01-01 13:37:04,9,2,0,0.46944444444444444,5.578702365003782,0.025,14.083333333333334
2004-01-01 14:20:02,9,61,18,30.730555555555554,5.578702365003782,0.025,30.22677595628415
2004-01-01 14:23:03,9,69,21,34.61944444444445,5.578702365003782,0.025,30.10386473429952
2004-01-01 14:23:06,9,31,9,14.755555555555556,5.578702365003782,0.025,28.559139784946236
2004-01-01 14:26:02,9,73,21,35.458333333333336,5.578702365003782,0.025,29.14383561643836
2004-01-01 15:20:04,9,25,7,12.441666666666666,5.578702365003782,0.025,29.86
2004-01-01 15:21:03,9,13,4,6.216666666666667,5.578702365003782,0.025,28.692307692307693
2004-01-01 15:30:06,9,13,3,6.322222222222222,5.578702365003782,0.025,29.17948717948718
2004-01-01 15:31:01,9,6,1,2.397222222222222,5.578702365003782,0.025,23.97222222222222
2004-01-01 15:31:09,9,1,0,0.0,5.578702365003782,0.025,0.0
2004-01-01 16:32:06,9,66,19,31.863888888888887,5.578702365003782,0.025,28.967171717171716
2004-01-01 17:23:06,9,43,12,20.425,5.578702365003782,0.025,28.500000000000004
2004-01-10 12:24:02,9,1,0,0.0,5.578702365003782,0.025,0.0
2004-01-14 14:21:08,16,5,0,0.6611111111111111,5.578702365003782,0.025,7.933333333333333
2004-01-14 14:22:02,9,2,0,0.48333333333333334,5.578702365003782,0.025,14.5
2004-01-14 14:22:03,9,1,0,0.3861111111111111,5.578702365003782,0.025,23.166666666666668
